,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3688,ts216474,The Trial,SHOW,"A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.",2019,TV-MA,50,"['crime', 'thriller', 'drama']",['IT'],1.0,tt10549212,7.2,3151.0,7.175,7.5
3689,ts86927,Touch Your Heart,SHOW,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",2019,TV-MA,63,"['drama', 'comedy', 'romance']",['KR'],1.0,tt9466990,7.6,3252.0,22.161,8.419
3691,ts187443,The Minions of Midas,SHOW,"Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.",2020,TV-MA,53,"['crime', 'drama', 'thriller']",['ES'],1.0,tt10147520,6.6,4134.0,17.311,7.0
3694,ts217356,Betaal,SHOW,A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.,2020,TV-MA,47,"['thriller', 'action', 'horror']",['IN'],1.0,tt10651790,5.4,8998.0,7.04,6.6
3698,ts251061,Legend of Exorcism,SHOW,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (非天夜翔) web novel of the same name.",2020,TV-14,20,"['scifi', 'action', 'fantasy', 'animation']",['CN'],2.0,tt14994658,7.7,93.0,16.041,9.5
3701,ts221174,Ricky Zoom,SHOW,"From Hasbro's Entertainment One comes Ricky Zoom, a CGI preschool series about a red motorbike named Ricky. Along with his bike buddies, Ricky races around the sports track, tries new stunts at the park, and zooms into adventures.",2019,TV-Y,12,"['animation', 'family']",['CN'],2.0,tt10932166,6.3,95.0,1.375,7.2
3707,ts269501,BREAK IT ALL: The History of Rock in Latin America,SHOW,"Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent.",2020,TV-MA,50,"['documentation', 'music']",['AR'],1.0,tt13570366,7.6,1230.0,7.752,7.6
3708,ts269442,The Surgeon's Cut,SHOW,"They're philosophers, storytellers and pioneers in their fields. Four surgeons reflect on their lives and professions in this inspiring docuseries.",2020,TV-14,54,['documentation'],[],1.0,tt13487106,8.5,1027.0,3.714,7.7
3715,ts89048,My First First Love,SHOW,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",2019,TV-PG,48,['drama'],['KR'],2.0,tt8995604,7.5,2246.0,25.264,8.3
3716,ts88937,Shadow,SHOW,"Haunted by a tragic loss, an ex-cop with a rare inability to feel pain strikes out on his own to catch offenders who've eluded Johannesburg police.",2019,TV-MA,43,"['crime', 'action', 'drama', 'thriller']",['ZA'],1.0,tt9817236,6.5,969.0,1.143,6.5
3717,ts82739,Women of the Night,SHOW,"Haunted by a shadowy past, the wife of a rising star in Amsterdam's mayoral office finds herself drawn into the city’s underworld of sex and drugs.",2019,TV-MA,47,"['drama', 'crime']","['NL', 'BE']",2.0,tt7785420,6.3,879.0,7.418,6.8
3718,ts251615,(Un)Well,SHOW,"This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?",2020,TV-MA,52,"['documentation', 'reality']",['US'],1.0,tt12759384,6.4,1068.0,3.075,6.7
3719,ts89832,Abyss,SHOW,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",2019,TV-14,63,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt10055734,7.1,2324.0,15.15,8.3
3720,ts216493,The Naked Director,SHOW,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,2019,TV-MA,50,"['drama', 'comedy']",['JP'],2.0,tt10477528,7.7,6147.0,252.688,7.5
3723,ts217891,SAINT SEIYA: Knights of the Zodiac,SHOW,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",2019,TV-14,24,"['animation', 'action', 'scifi', 'fantasy']",['US'],2.0,tt6908976,4.5,1846.0,82.799,7.337
3730,ts88841,The School Nurse Files,SHOW,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",2020,TV-14,51,"['scifi', 'fantasy', 'comedy', 'drama']",['KR'],1.0,tt12879522,6.4,1195.0,10.551,7.8
3731,ts104840,Skylines,SHOW,"In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.",2019,TV-MA,57,"['crime', 'drama', 'music', 'documentation', 'reality']",['DE'],1.0,tt9184970,7.5,2658.0,3.678,7.1
3743,ts223242,Was It Love?,SHOW,"After 14 years devoid of romance, a struggling movie producer and single mom faces the unexpected arrival of 4 men into her life—an author, an actor, a CEO, and a younger man—who might just revive her dormant desire for love.",2020,TV-MA,69,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12525622,7.1,907.0,4.721,8.1
3745,ts268099,LEGO Marvel Avengers: Climate Conundrum,SHOW,The Environmental Clean-up Conference is off to anything but a smooth start when Tony Stark realizes his fellow competitor is his rival Justin Hammer!,2020,TV-Y7,39,"['animation', 'family', 'action']",['US'],1.0,tt13783758,6.5,80.0,4.271,4.3
3756,ts253722,Sing On!,SHOW,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",2020,TV-G,36,"['reality', 'music']",['US'],1.0,tt12923734,6.4,399.0,2.441,8.5
3757,ts268890,Lovestruck in the City,SHOW,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",2020,TV-14,30,"['drama', 'romance']",['KR'],1.0,tt13394544,7.6,2372.0,18.949,7.763
3761,ts251512,Immigration Nation,SHOW,"With unprecedented access to ICE operations, as well as moving portraits of immigrants, this docuseries takes a deep look at U.S. immigration today.",2020,TV-MA,63,['documentation'],['US'],1.0,tt12754910,7.4,1112.0,9.729,7.0
3764,ts89291,Mythomaniac,SHOW,"Burned out and taken for granted, a working mom suspects her partner is cheating, so to win back his attentions, she feigns a medical diagnosis.",2019,TV-MA,46,"['comedy', 'drama']",['FR'],2.0,tt10677432,6.8,1303.0,3.965,6.3
3765,ts225544,The Trials of Gabriel Fernandez,SHOW,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,11276.0,9.821,7.5
3767,ts251618,Tiny Creatures,SHOW,Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.,2020,TV-PG,25,"['documentation', 'drama', 'family']",['GB'],1.0,tt12759334,5.0,1241.0,6.667,6.9
3768,ts85451,45 RPM,SHOW,The birth of a music label and three characters fighting for their dreams inside the complex inside the music industry.,2019,TV-MA,57,"['drama', 'music']",['ES'],1.0,tt8987918,7.1,513.0,3.804,6.9
3770,ts226403,The Circle Brazil,SHOW,"In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$300,000 prize.",2020,TV-MA,50,['reality'],['BR'],1.0,tt9581782,6.8,785.0,2.586,7.3
3774,ts218176,The Big Show Show,SHOW,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2020,TV-PG,26,"['comedy', 'family']",['US'],1.0,tt10726356,6.3,2426.0,8.046,7.5
3775,ts222380,Brotherhood,SHOW,"An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",2019,TV-MA,51,"['drama', 'action', 'crime', 'thriller']",['BR'],2.0,tt8905964,7.5,1356.0,7.195,8.6
3776,ts236653,Cooked With Cannabis,SHOW,Cooking competition where the aim is to get the show's hosts high by infusing cannabis in their meals.,2020,TV-MA,35,['reality'],['US'],1.0,tt12176398,6.6,351.0,1.517,10.0
3782,ts255809,Carmel: Who Killed Maria Marta?,SHOW,"Documentary series on the circumstances surrounding the death of María Marta García Belsunce, one of the most controversial criminal cases in Argentina.",2020,TV-14,58,"['documentation', 'crime']",['AR'],1.0,tt13244092,7.0,2463.0,33.319,7.5
3785,ts256853,The King's Avatar,SHOW,"Ye Xiu is the star player on an esports team that dominates the Chinese leagues of hit multiplayer titled “Glory.” His gaming days appear to have come to an abrupt halt, however, when he is forced out of his team – who are keen to accept a lucrative sponsorship deal he is vehemently opposed to. Dejected, Ye Xiu takes a job at a late-night Internet cafe, and eventually strikes up a friendship with Chen Guo, the cafe’s owner. Eventually, Chen Guo reveals her plan – to launch a new “Glory” team led by Ye Xui. Will Ye Xiu resume his “Glory” days? And can he recruit – and train – enough fellow members to return to the top of the national rankings...and take revenge on his disloyal former teammates?",2019,TV-MA,36,"['action', 'fantasy']",['CN'],1.0,tt10732794,8.2,1135.0,17.297,9.0
3786,ts87320,Can You Hear Me?,SHOW,Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families.,2019,TV-MA,23,"['comedy', 'drama']",['CA'],3.0,tt9747016,7.6,697.0,6.936,9.0
3794,ts251272,Skin Decision: Before and After,SHOW,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.,2020,TV-MA,40,['reality'],['US'],1.0,tt12588326,5.8,413.0,1.408,8.0
3796,ts90980,It's Bruno!,SHOW,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno -- and making sure the neighbors show his pooch the proper respect.",2019,TV-MA,3,"['comedy', 'animation']",['US'],1.0,tt10186846,7.4,2922.0,3.208,6.9
3797,ts185885,Oktoberfest: Beer & Blood,SHOW,"In 1900, A rich newcomer with a shady past arrives in Munich determined to crash the local Oktoberfest with his own brewery. But when his daughter falls in love with the heir to a rival brewery, a violent chain of events is unleashed that will threaten both families' futures.",2020,TV-MA,48,"['drama', 'history', 'thriller']",['DE'],1.0,tt10244612,6.8,2177.0,6.856,7.0
3799,ts227412,Shaun the Sheep: Adventures from Mossy Bottom,SHOW,"Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.",2020,TV-Y7,12,"['animation', 'comedy', 'family']",['GB'],1.0,tt11983342,8.1,572.0,3.911,8.8
3803,ts254293,The American Barbecue Showdown,SHOW,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,2020,TV-G,43,['reality'],['US'],1.0,tt12938472,7.1,1207.0,9.677,6.2
3806,ts251119,Hook,SHOW,"Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.",2020,TV-MA,43,"['drama', 'romance', 'sport']",['TH'],1.0,tt12656690,6.5,25.0,2.137,6.3
3807,ts237111,Almost Happy,SHOW,"A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.",2020,TV-MA,27,['comedy'],['AR'],2.0,tt12146940,6.8,934.0,4.813,7.2
3816,ts351349,Street Food: Latin America,SHOW,"In this vibrant docuseries, Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings.",2020,TV-PG,35,['documentation'],['US'],1.0,tt12742136,7.8,1313.0,8.231,7.2
3823,ts105601,Archibald's Next Big Thing,SHOW,The adventures of a care-free Chicken named Archibald.,2019,TV-Y7,23,"['family', 'fantasy', 'scifi', 'animation', 'comedy', 'action']",['US'],2.0,tt9165404,7.5,289.0,6.453,8.0
3826,ts89656,The Legend of White Snake,SHOW,"Provoked by the actions of a seemingly sly human, an ancient snake spirit takes on a human form, in order to prove him a fraud. Convinced she’s doing the world a favor, Bai Su Zhen challenges Xu Xuan to a contest of skill but what starts as a heated rivalry soon turns to burning passion. Faced with opposition from every side, Bai Su Zhen and Xu Xuan’s love is put to the test time and time again.",2019,TV-14,46,"['drama', 'scifi', 'fantasy']",['CN'],1.0,tt10628250,7.3,237.0,8.369,8.2
3829,ts217389,Masaba Masaba,SHOW,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.",2020,TV-MA,28,"['comedy', 'drama']",['IN'],2.0,tt10655506,6.7,1760.0,8.408,9.0
3830,ts236332,Absurd Planet,SHOW,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth's most incredible animals.",2020,TV-PG,20,['documentation'],['US'],1.0,tt12027008,3.9,1483.0,10.16,5.9
3832,ts85510,Rhythm + Flow,SHOW,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",2019,TV-MA,56,"['reality', 'music']",['US'],2.0,tt9278032,7.6,1600.0,4.572,8.2
3833,ts187386,My Perfect Landing,SHOW,"My Perfect Landing follows a family of gymnasts through their struggles of dealing with a life-changing move from Miami to Toronto, Canada.",2020,TV-G,25,['family'],['CA'],1.0,tt10268080,6.4,175.0,5.31,9.2
3837,ts254767,"Whose Vote Counts, Explained",SHOW,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",2020,TV-PG,25,['documentation'],[],1.0,tt13005714,7.3,1158.0,4.924,7.6
3840,ts104168,El Dragón: Return of a Warrior,SHOW,"After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.",2019,TV-MA,45,"['action', 'drama']",['US'],2.0,tt9281190,6.8,1872.0,36.514,7.4
3841,ts221363,Criminal: Germany,SHOW,"In the interview room, detectives go head-to-head with suspects and try to get to the truth—even if it means breaking the rules and risking it all.",2019,TV-MA,44,"['drama', 'crime']",['DE'],1.0,tt10986056,7.6,5209.0,6.928,7.1
3842,ts222049,Who Killed Malcolm X?,SHOW,Activist Abdur-Rahman Muhammad begins his own investigation into the perplexing details surrounding the assassination of civil rights leader Malcolm X.,2019,TV-MA,43,"['crime', 'history', 'documentation']",['US'],1.0,tt10948316,7.6,2152.0,2.1,7.5
3847,ts237071,The Forest of Love: Deep Cut,SHOW,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,2020,TV-MA,40,"['drama', 'crime', 'horror', 'thriller']",['JP'],1.0,tt12079236,6.8,453.0,6.072,7.0
3856,ts191121,Reality Z,SHOW,"A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.",2020,TV-MA,31,"['comedy', 'horror', 'scifi']",['BR'],1.0,tt10241238,5.6,2487.0,11.161,6.8
3857,ts213232,Awake: The Million Dollar Game,SHOW,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",2019,TV-PG,38,['reality'],['US'],1.0,tt10370956,5.9,783.0,0.706,6.2
3859,ts251378,Mystery Lab,SHOW,"Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies.",2020,TV-PG,26,"['comedy', 'family', 'documentation', 'animation']",['BR'],1.0,tt12723962,7.4,782.0,1.858,7.4
3860,ts218890,Drifting Dragons,SHOW,"Dragons, the rulers of the sky. To many people on the surface, they are a dire threat, but at the same time, a valuable source of medicine, oil, and food. There are those who hunt the dragons. They travel the skies in dragon-hunting airships. This is the story of one of those ships, the “Quin Zaza,” and its crew.",2020,TV-14,24,"['animation', 'action', 'scifi', 'fantasy']",['JP'],1.0,tt11418344,6.0,591.0,6.905,7.7
3864,ts88552,Go! Live Your Way,SHOW,"Charismatic Mía gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter.",2019,TV-Y7,40,"['drama', 'romance', 'comedy', 'family']",['AR'],2.0,tt9654086,6.7,641.0,26.206,9.1
3866,ts296153,Ashley Garcia: Genius in Love,SHOW,15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.,2020,TV-PG,29,['comedy'],['US'],3.0,tt10380934,6.7,1211.0,11.279,7.8
3877,ts214192,El Final del Paraíso,SHOW,Catalina Santana's new mission will force her to face demons that threaten to destroy her and her family.,2019,TV-MA,50,"['drama', 'action']",['MX'],1.0,tt10367818,5.1,221.0,105.774,4.0
3879,ts250871,The Business of Drugs,SHOW,"To detail how drugs push people into risky — even deadly — behaviors, a former CIA analyst investigates the economics of six illicit substances.",2020,TV-MA,43,"['documentation', 'crime']",['US'],1.0,tt12588416,7.2,1671.0,5.588,7.0
3880,ts252141,Alien TV,SHOW,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",2020,TV-Y7,24,"['family', 'animation', 'comedy']",['AU'],2.0,tt12765530,6.1,299.0,9.927,6.6
3881,ts87488,Malibu Rescue: The Series,SHOW,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",2019,TV-G,24,"['comedy', 'family', 'action']",['US'],1.0,tt9098432,5.4,993.0,12.306,7.7
3882,ts222606,Black Dog,SHOW,"Ko Ha-Neul dreamed of becoming a teacher, due to a teacher who helped her when she was young. Ko Ha-Neul now begins work as a temporary teacher at a private high school. While working there, she interacts with many people, including teachers Park Sung-Soon and Do Yeon-Woo. Both of whom are dedicated to their teaching jobs. Meanwhile, Ko Ha-Neul faces different problems at the school. As she works through those problems, Ko Ha-Neul grows as a person and a teacher.",2019,TV-14,80,"['drama', 'action']",['KR'],1.0,tt11377920,7.6,176.0,5.171,9.1
3893,ts228502,The Iliza Shlesinger Sketch Show,SHOW,"From the mind of Iliza Shlesinger comes a secret world filled with absurd characters, insight into the female experience, and irreverent yet poignant social commentary.",2020,TV-MA,19,['comedy'],['US'],1.0,tt11092086,4.9,923.0,1.96,8.0
3895,ts214462,The Queen and the Conqueror,SHOW,"This is the story of Catalina, the indigenous woman who gave away her soul, her heart and her life to a conqueror. ""The Queen and the Conqueror"" rebuilds one of the first love stories that took place in America, between an indigenous woman and a Spaniard. After establishing the city of Cartagena, Pedro de Heredia, motivated by the need to save his brother, betrays Catalina. Heartbroken, she escapes, only to come back 18 years later, as a grown woman. In her soul, her only mission is: revenge. To end Pedro de Heredia's life, the same way that he, after making her fall for him, ended hers.",2020,TV-14,46,"['drama', 'history']",['CO'],1.0,tt10348700,6.5,178.0,3.778,10.0
3896,ts104485,The Stranded,SHOW,"When a tsunami strands dozens of teens on an island at their private school, they soon realize no rescuers are coming and they must save themselves.",2019,TV-MA,49,"['drama', 'action']",['TH'],1.0,tt9310400,6.2,1279.0,14.772,7.2
3897,ts214280,You Cannot Hide,SHOW,"A nurse and her daughter flee her husband's drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.",2019,TV-MA,45,"['action', 'crime']",['MX'],1.0,tt10367990,6.4,1121.0,33.416,7.1
3902,ts88133,Well-Intended Love,SHOW,"In order to receive a bone marrow transplant quicker and be able to continue her career as an actress, Xia Lin enters into a secret marriage with Ling Yi Zhou, the CEO of a company. Despite the conspiracies and misunderstandings they encounter, the two find true love.",2019,TV-14,45,"['drama', 'romance']",['CN'],2.0,tt9886950,7.2,1466.0,14.059,7.8
3905,ts89361,The Idhun Chronicles,SHOW,"After a necromancer takes over the magical world of Idhun, two adolescent earthlings help fight an assassin sent to kill all Idhunese refugees on Earth.",2020,TV-14,27,"['action', 'scifi', 'animation', 'fantasy']",['ES'],2.0,tt9731266,5.3,568.0,9.044,7.5
3906,ts268758,Mismatched,SHOW,"After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program - but deeper feelings aren't far behind.",2020,TV-MA,33,"['comedy', 'drama', 'romance']",['IN'],1.0,tt12719250,5.5,3712.0,3.402,6.8
3910,ts236769,"Coronavirus, Explained",SHOW,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020,TV-PG,23,['documentation'],['US'],1.0,tt12189310,7.6,2254.0,5.929,7.4
3916,ts306187,Family Reunion,SHOW,"When the McKellan family moves from Seattle to Georgia to be closer to extended family, the transition is like being a catfish out of water.",2019,TV-PG,29,"['comedy', 'family']",['US'],5.0,tt9153270,6.4,2632.0,18.784,8.6
3917,ts236182,Brews Brothers,SHOW,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",2020,TV-MA,28,"['comedy', 'drama']",['US'],1.0,tt10930958,5.1,1966.0,2.033,5.2
3919,ts188840,Seis Manos,SHOW,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",2019,TV-MA,27,"['crime', 'drama', 'fantasy', 'animation', 'action']",['US'],1.0,tt10106108,7.1,1607.0,9.498,6.9
3920,ts268648,Anitta: Made in Honório,SHOW,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.",2020,TV-MA,30,"['documentation', 'music']",['BR'],1.0,tt13486136,6.9,409.0,2.634,5.5
3925,ts103935,Bolívar: Una lucha admirable,SHOW,"Depicts the life and loves of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain.",2019,TV-MA,52,"['action', 'drama', 'romance']",['CO'],1.0,tt9327242,7.3,760.0,28.05,7.6
3928,ts89696,Tijuana,SHOW,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.",2019,TV-14,41,"['drama', 'crime']",['MX'],1.0,tt8027624,6.9,333.0,3.965,7.7
3929,ts190452,Stolen Away,SHOW,"A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.",2020,TV-14,48,"['thriller', 'action', 'crime', 'drama']",['ES'],1.0,tt10064124,7.1,2344.0,14.787,7.1
3931,ts90280,Yankee,SHOW,"On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking, with the help of modern technology.",2019,TV-MA,38,"['drama', 'crime']",['MX'],1.0,tt9046782,5.8,701.0,8.38,6.6
3934,ts100354,Monzón: A Knockout Blow,SHOW,The story about Argentinian boxer Carlos Monzón in his career and life in prison.,2019,TV-MA,45,"['sport', 'crime', 'drama', 'history']",['AR'],1.0,tt9852660,7.9,744.0,3.878,8.3
3935,ts88471,Girls from Ipanema,SHOW,"A 1950s housewife goes to Rio de Janeiro to meet up with her husband, only to learn he's deserted her, but decides to stay and open a bossa nova club.",2019,TV-MA,46,"['drama', 'romance']",['BR'],2.0,tt8001788,7.8,3483.0,10.758,7.2
3942,ts86928,The Crowned Clown,SHOW,"The story takes place at a time in Joseon history, when upheaval and power struggles surrounding the throne had reached extreme levels. In order to escape those who plan to assassinate him, the king puts a clown, who looks exactly like him, on the throne.",2019,TV-14,75,"['drama', 'action', 'history', 'romance']",['KR'],1.0,tt9266592,8.0,938.0,6.289,8.7
3945,ts90640,The Writer,SHOW,"When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies.",2019,TV-14,37,"['drama', 'crime']",['LB'],1.0,tt10312958,8.2,32.0,1.771,10.0
3948,ts84639,revisions,SHOW,"An isolated city. An unknown enemy. An uncertain past and a prophecy of the future. The children fight the ""future"" to bring back the ""present"". No matter what, they're going home...",2019,TV-MA,23,"['animation', 'action', 'scifi']",['JP'],1.0,tt9522354,5.9,612.0,4.35,7.0
3949,ts251094,Indian Matchmaking,SHOW,"Matchmaker Sima Taparia guides clients in the U.S. and India in the arranged marriage process, offering an inside look at the custom in a modern era.",2020,TV-14,36,"['reality', 'documentation', 'romance']","['US', 'IN']",2.0,tt12580168,6.2,3085.0,3.863,8.8
3952,ts86940,COMEDIANS of the world,SHOW,Global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.,2019,TV-MA,30,['comedy'],[],1.0,tt8685446,6.5,450.0,3.703,6.7
3953,ts89315,Huge in France,SHOW,Famous comedian Gad Elmaleh moves to LA to reconnect with his son and must learn to live without the celebrity perks he's accustomed to in France.,2019,TV-MA,31,['comedy'],['FR'],1.0,tt8009602,6.7,2832.0,1.672,5.4
3958,ts87698,Examination of Conscience,SHOW,"Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.",2019,TV-MA,52,"['documentation', 'crime', 'history']",['ES'],1.0,tt9584024,7.8,427.0,2.183,8.8
3963,ts91034,Leila,SHOW,"In the forgotten margins of the segregated communities of a dystopian future, a woman searches for the daughter that she lost upon her arrest years ago.",2019,TV-MA,46,"['scifi', 'war', 'drama']",['IN'],1.0,tt9337588,4.9,8906.0,2.799,7.0
3966,ts87489,Trigger Warning with Killer Mike,SHOW,"In this funny and provocative series, rapper and activists Killer Mike puts his revolutionary ideas about achieving social change into action.",2019,TV-MA,26,"['documentation', 'comedy']",['US'],1.0,tt9426194,6.9,1254.0,1.353,7.1
3969,ts235979,The Victims' Game,SHOW,"After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.",2020,TV-MA,59,"['drama', 'crime', 'thriller']",['TW'],1.0,tt12079212,7.3,1408.0,3.275,7.5
3977,ts252661,La Línea: Shadow of Narco,SHOW,"Go inside La Línea, the Spanish beach town turned into Europe's drug trafficking hub, and meet the law enforcement officials determined to change that.",2020,TV-MA,30,"['documentation', 'crime']",['ES'],1.0,tt12875794,6.4,394.0,11.722,6.7
3980,ts256606,Trial 4,SHOW,"Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.",2020,TV-MA,55,"['documentation', 'crime']",['US'],1.0,tt13363298,7.4,2083.0,6.71,7.1
3990,ts251621,World's Most Wanted,SHOW,Heinous criminals have avoided capture despite massive rewards and global investigations. This docuseries profiles some of the world’s most wanted.,2020,TV-14,47,"['documentation', 'crime']",['US'],1.0,tt12753698,7.1,2532.0,3.723,8.0
3993,ts216513,The Healing Powers of Dude,SHOW,"Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.",2020,TV-G,25,"['family', 'fantasy', 'action', 'comedy', 'drama']",[],1.0,tt10540562,6.4,902.0,10.053,7.2
4001,ts188991,Someone Has to Die,SHOW,"The story begins with a young boy being asked by his parents to return to Spain to meet his fiance. He returns accompanied by Lazaro, a mysterious ballet dancer.",2020,TV-MA,50,"['drama', 'thriller', 'crime']","['ES', 'MX']",1.0,tt10311932,6.3,4841.0,9.426,7.3
4002,ts90511,Crime Diaries: Night Out,SHOW,"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.",2019,TV-MA,44,['crime'],['MX'],1.0,tt10242266,7.3,865.0,11.376,7.3
4005,ts191285,The Prince of Tennis,SHOW,A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.,2019,TV-PG,45,"['drama', 'sport']",['CN'],1.0,tt10097916,7.6,216.0,3.97,9.2
4017,ts90466,Hong Kong West Side Stories,SHOW,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",2019,TV-MA,23,"['drama', 'comedy']",['HK'],2.0,tt10282734,5.7,6.0,1.541,8.3
